Iteration 0 | Training Accuracy 0.2400 | Time: 1557842469.348449
Iteration 3089 | Training Accuracy 0.3867 | Time: 1557842916.1103652
Iteration 3090 | Training Accuracy 0.2933 | Time: 1557842916.2647376
Iteration 3091 | Training Accuracy 0.2267 | Time: 1557842916.4276817
Iteration 3092 | Training Accuracy 0.2933 | Time: 1557842916.5832713
Iteration 3093 | Training Accuracy 0.3467 | Time: 1557842916.7257848
Iteration 3094 | Training Accuracy 0.3067 | Time: 1557842916.8605132
Iteration 3095 | Training Accuracy 0.3733 | Time: 1557842916.9896255
Iteration 3096 | Training Accuracy 0.1733 | Time: 1557842917.1206558
Iteration 3097 | Training Accuracy 0.3067 | Time: 1557842917.2619793
Iteration 3098 | Training Accuracy 0.3200 | Time: 1557842917.390997
Iteration 3099 | Training Accuracy 0.3733 | Time: 1557842917.518291
Iteration 3100 | Training Accuracy 0.3600 | Time: 1557842917.6460419
Iteration 3101 | Training Accuracy 0.3067 | Time: 1557842917.775799
Iteration 3102 | Training Accuracy 0.2667 | Time: 1557842917.8918462
Iteration 3103 | Training Accuracy 0.3333 | Time: 1557842918.0085614
Iteration 3104 | Training Accuracy 0.2133 | Time: 1557842918.1234207
Iteration 3105 | Training Accuracy 0.3333 | Time: 1557842918.2401547
Iteration 3106 | Training Accuracy 0.2800 | Time: 1557842918.3533394
Iteration 3107 | Training Accuracy 0.4800 | Time: 1557842918.4604156
Iteration 3108 | Training Accuracy 0.2133 | Time: 1557842918.5697105
Iteration 3109 | Training Accuracy 0.2133 | Time: 1557842918.6770332
Iteration 3110 | Training Accuracy 0.2800 | Time: 1557842918.783793
Iteration 3111 | Training Accuracy 0.3333 | Time: 1557842918.8889267
Iteration 3112 | Training Accuracy 0.2667 | Time: 1557842918.9920738
Iteration 3113 | Training Accuracy 0.2000 | Time: 1557842919.097909
Iteration 3114 | Training Accuracy 0.3467 | Time: 1557842919.201257
Iteration 3115 | Training Accuracy 0.2533 | Time: 1557842919.3064978
Iteration 3116 | Training Accuracy 0.2933 | Time: 1557842919.4069502
Iteration 3117 | Training Accuracy 0.2933 | Time: 1557842919.5059175
Iteration 3118 | Training Accuracy 0.4533 | Time: 1557842919.603478
Iteration 3119 | Training Accuracy 0.3067 | Time: 1557842919.7035491
Iteration 3120 | Training Accuracy 0.3467 | Time: 1557842919.8012505
Iteration 3121 | Training Accuracy 0.3600 | Time: 1557842919.8999138
Iteration 3122 | Training Accuracy 0.3067 | Time: 1557842919.996894
Iteration 3123 | Training Accuracy 0.2400 | Time: 1557842920.0887887
Iteration 3124 | Training Accuracy 0.2800 | Time: 1557842920.1710544
Iteration 3125 | Training Accuracy 0.3600 | Time: 1557842920.2530768
Iteration 3126 | Training Accuracy 0.2400 | Time: 1557842920.3367393
Iteration 3127 | Training Accuracy 0.2267 | Time: 1557842920.416218
Iteration 3128 | Training Accuracy 0.3200 | Time: 1557842920.497172
Iteration 3129 | Training Accuracy 0.3200 | Time: 1557842920.5765958
Iteration 3130 | Training Accuracy 0.2533 | Time: 1557842920.660428
Iteration 3131 | Training Accuracy 0.1600 | Time: 1557842920.7551732
Iteration 3132 | Training Accuracy 0.3467 | Time: 1557842920.8522277
Iteration 3133 | Training Accuracy 0.3600 | Time: 1557842920.9467149
Iteration 3134 | Training Accuracy 0.2667 | Time: 1557842921.0425258
Iteration 3135 | Training Accuracy 0.2667 | Time: 1557842921.1367228
Iteration 3136 | Training Accuracy 0.3467 | Time: 1557842921.2312407
Iteration 3137 | Training Accuracy 0.1867 | Time: 1557842921.3310592
Iteration 3138 | Training Accuracy 0.3467 | Time: 1557842921.414944
Iteration 3139 | Training Accuracy 0.2800 | Time: 1557842921.4943023
Iteration 3140 | Training Accuracy 0.3200 | Time: 1557842921.5725026
Iteration 3141 | Training Accuracy 0.3467 | Time: 1557842921.652049
Iteration 3142 | Training Accuracy 0.2800 | Time: 1557842921.7305021
Iteration 3143 | Training Accuracy 0.1867 | Time: 1557842921.811663
Iteration 3144 | Training Accuracy 0.2400 | Time: 1557842921.889976
Iteration 3145 | Training Accuracy 0.3067 | Time: 1557842921.968021
Iteration 3146 | Training Accuracy 0.3333 | Time: 1557842922.0464535
Iteration 3147 | Training Accuracy 0.3733 | Time: 1557842922.1262493
Iteration 3148 | Training Accuracy 0.2000 | Time: 1557842922.2072418
Iteration 3149 | Training Accuracy 0.2400 | Time: 1557842922.2875369
Iteration 3150 | Training Accuracy 0.2933 | Time: 1557842922.365843
Iteration 3151 | Training Accuracy 0.3200 | Time: 1557842922.4442728
Iteration 3152 | Training Accuracy 0.2533 | Time: 1557842922.5223374
Iteration 3153 | Training Accuracy 0.2933 | Time: 1557842922.6007516
Iteration 3154 | Training Accuracy 0.2000 | Time: 1557842922.67899
Iteration 3155 | Training Accuracy 0.4667 | Time: 1557842922.7573457
Iteration 3156 | Training Accuracy 0.2533 | Time: 1557842922.8354056
Iteration 3157 | Training Accuracy 0.2667 | Time: 1557842922.913554
Iteration 3158 | Training Accuracy 0.4533 | Time: 1557842922.9918375
Iteration 3159 | Training Accuracy 0.3600 | Time: 1557842923.0700426
Iteration 3160 | Training Accuracy 0.3067 | Time: 1557842923.1482122
Iteration 3161 | Training Accuracy 0.2267 | Time: 1557842923.2267141
Iteration 3162 | Training Accuracy 0.2400 | Time: 1557842923.305349
Iteration 3163 | Training Accuracy 0.3600 | Time: 1557842923.3835435
Iteration 3164 | Training Accuracy 0.2667 | Time: 1557842923.4620156
Iteration 3165 | Training Accuracy 0.2400 | Time: 1557842923.5403435
Iteration 3166 | Training Accuracy 0.2800 | Time: 1557842923.618369
Iteration 3167 | Training Accuracy 0.3733 | Time: 1557842923.696565
Iteration 3168 | Training Accuracy 0.3200 | Time: 1557842923.7752922
Iteration 3169 | Training Accuracy 0.3067 | Time: 1557842923.8533309
Iteration 3170 | Training Accuracy 0.1867 | Time: 1557842923.9317017
Iteration 3171 | Training Accuracy 0.3200 | Time: 1557842924.0100932
Iteration 3172 | Training Accuracy 0.2400 | Time: 1557842924.0887806
Iteration 3173 | Training Accuracy 0.2533 | Time: 1557842924.166989
Iteration 3174 | Training Accuracy 0.2667 | Time: 1557842924.2454271
Iteration 3175 | Training Accuracy 0.2133 | Time: 1557842924.3241403
Iteration 3176 | Training Accuracy 0.3467 | Time: 1557842924.4024384
Iteration 3177 | Training Accuracy 0.4267 | Time: 1557842924.4808056
Iteration 3178 | Training Accuracy 0.3067 | Time: 1557842924.5599782
Iteration 3179 | Training Accuracy 0.3733 | Time: 1557842924.6381245
Iteration 3180 | Training Accuracy 0.4133 | Time: 1557842924.7189782
Iteration 3181 | Training Accuracy 0.2533 | Time: 1557842924.7977698
Iteration 3182 | Training Accuracy 0.2667 | Time: 1557842924.8763556
Iteration 3183 | Training Accuracy 0.4133 | Time: 1557842924.9548595
Iteration 3184 | Training Accuracy 0.2933 | Time: 1557842925.0344563
Iteration 3185 | Training Accuracy 0.3200 | Time: 1557842925.1129405
Iteration 3186 | Training Accuracy 0.2933 | Time: 1557842925.191455
Iteration 3187 | Training Accuracy 0.2800 | Time: 1557842925.2717316
Iteration 3188 | Training Accuracy 0.2933 | Time: 1557842925.3502328
Iteration 3189 | Training Accuracy 0.2133 | Time: 1557842925.4285274
Iteration 3190 | Training Accuracy 0.2800 | Time: 1557842925.5082958
Iteration 3191 | Training Accuracy 0.3067 | Time: 1557842925.5867455
Iteration 3192 | Training Accuracy 0.2267 | Time: 1557842925.665327
Iteration 3193 | Training Accuracy 0.2667 | Time: 1557842925.7440543
Iteration 3194 | Training Accuracy 0.3200 | Time: 1557842925.8227324
Iteration 3195 | Training Accuracy 0.2800 | Time: 1557842925.9007225
Iteration 3196 | Training Accuracy 0.2400 | Time: 1557842925.9790103
Iteration 3197 | Training Accuracy 0.2667 | Time: 1557842926.0586843
Iteration 3198 | Training Accuracy 0.2667 | Time: 1557842926.1369464
Iteration 3199 | Training Accuracy 0.2800 | Time: 1557842926.215404
Iteration 3200 | Training Accuracy 0.3867 | Time: 1557842926.2956753
Iteration 3201 | Training Accuracy 0.3733 | Time: 1557842926.3738875
Iteration 3202 | Training Accuracy 0.3467 | Time: 1557842926.452008
Iteration 3203 | Training Accuracy 0.2133 | Time: 1557842926.5319648
Iteration 3204 | Training Accuracy 0.2933 | Time: 1557842926.6104314
Iteration 3205 | Training Accuracy 0.4000 | Time: 1557842926.6887784
Iteration 3206 | Training Accuracy 0.3600 | Time: 1557842926.7688131
Iteration 3207 | Training Accuracy 0.2400 | Time: 1557842926.847342
Iteration 3208 | Training Accuracy 0.2267 | Time: 1557842926.9253724
Iteration 3209 | Training Accuracy 0.2533 | Time: 1557842927.005051
Iteration 3210 | Training Accuracy 0.3600 | Time: 1557842927.0831664
Iteration 3211 | Training Accuracy 0.2933 | Time: 1557842927.1615493
Iteration 3212 | Training Accuracy 0.2267 | Time: 1557842927.2400265
Iteration 3213 | Training Accuracy 0.3200 | Time: 1557842927.32035
Iteration 3214 | Training Accuracy 0.3867 | Time: 1557842927.3988457
Iteration 3215 | Training Accuracy 0.4000 | Time: 1557842927.4774854
Iteration 3216 | Training Accuracy 0.1467 | Time: 1557842927.5574336
Iteration 3217 | Training Accuracy 0.2533 | Time: 1557842927.63612
Iteration 3218 | Training Accuracy 0.3867 | Time: 1557842927.71472
Iteration 3219 | Training Accuracy 0.2533 | Time: 1557842927.7953577
Iteration 3220 | Training Accuracy 0.3733 | Time: 1557842927.8738613
Iteration 3221 | Training Accuracy 0.2933 | Time: 1557842927.9521542
Iteration 3222 | Training Accuracy 0.3600 | Time: 1557842928.031795
Iteration 3223 | Training Accuracy 0.2800 | Time: 1557842928.110174
Iteration 3224 | Training Accuracy 0.4267 | Time: 1557842928.1884418
Iteration 3225 | Training Accuracy 0.3333 | Time: 1557842928.26853
Iteration 3226 | Training Accuracy 0.4133 | Time: 1557842928.3468246
Iteration 3227 | Training Accuracy 0.3467 | Time: 1557842928.4253268
Iteration 3228 | Training Accuracy 0.2400 | Time: 1557842928.5034487
Iteration 3229 | Training Accuracy 0.2533 | Time: 1557842928.5818808
Iteration 3230 | Training Accuracy 0.4533 | Time: 1557842928.6604888
Iteration 3231 | Training Accuracy 0.1867 | Time: 1557842928.738414
Iteration 3232 | Training Accuracy 0.1733 | Time: 1557842928.818503
Iteration 3233 | Training Accuracy 0.2267 | Time: 1557842928.896895
Iteration 3234 | Training Accuracy 0.2533 | Time: 1557842928.9748566
Iteration 3235 | Training Accuracy 0.1600 | Time: 1557842929.0540364
Iteration 3236 | Training Accuracy 0.3200 | Time: 1557842929.1325023
Iteration 3237 | Training Accuracy 0.2533 | Time: 1557842929.2105217
Iteration 3238 | Training Accuracy 0.2667 | Time: 1557842929.2904398
Iteration 3239 | Training Accuracy 0.3333 | Time: 1557842929.3688774
Iteration 3240 | Training Accuracy 0.2667 | Time: 1557842929.447132
Iteration 3241 | Training Accuracy 0.2667 | Time: 1557842929.5261757
Iteration 3242 | Training Accuracy 0.1867 | Time: 1557842929.6045423
Iteration 3243 | Training Accuracy 0.2133 | Time: 1557842929.682979
Iteration 3244 | Training Accuracy 0.2533 | Time: 1557842929.7626889
Iteration 3245 | Training Accuracy 0.4000 | Time: 1557842929.8410091
Iteration 3246 | Training Accuracy 0.3733 | Time: 1557842929.919351
Iteration 3247 | Training Accuracy 0.3600 | Time: 1557842929.9975736
Iteration 3248 | Training Accuracy 0.3333 | Time: 1557842930.077793
Iteration 3249 | Training Accuracy 0.2267 | Time: 1557842930.1561453
Iteration 3250 | Training Accuracy 0.2133 | Time: 1557842930.2344117
Iteration 3251 | Training Accuracy 0.3200 | Time: 1557842930.313984
Iteration 3252 | Training Accuracy 0.2800 | Time: 1557842930.3921738
Iteration 3253 | Training Accuracy 0.2800 | Time: 1557842930.470033
Iteration 3254 | Training Accuracy 0.2933 | Time: 1557842930.549907
Iteration 3255 | Training Accuracy 0.1467 | Time: 1557842930.6324399
Iteration 3256 | Training Accuracy 0.3067 | Time: 1557842930.7107587
Iteration 3257 | Training Accuracy 0.3867 | Time: 1557842930.791219
Iteration 3258 | Training Accuracy 0.4267 | Time: 1557842930.869361
Iteration 3259 | Training Accuracy 0.3200 | Time: 1557842930.9475951
Iteration 3260 | Training Accuracy 0.2400 | Time: 1557842931.0257802
Iteration 3261 | Training Accuracy 0.3333 | Time: 1557842931.103859
Iteration 3262 | Training Accuracy 0.3067 | Time: 1557842931.1823893
Iteration 3263 | Training Accuracy 0.2000 | Time: 1557842931.2609437
Iteration 3264 | Training Accuracy 0.2533 | Time: 1557842931.3390763
Iteration 3265 | Training Accuracy 0.3200 | Time: 1557842931.4172316
Iteration 3266 | Training Accuracy 0.4000 | Time: 1557842931.4956143
Iteration 3267 | Training Accuracy 0.3333 | Time: 1557842931.5737352
Iteration 3268 | Training Accuracy 0.3867 | Time: 1557842931.6518917
Iteration 3269 | Training Accuracy 0.3600 | Time: 1557842931.7303329
Iteration 3270 | Training Accuracy 0.2000 | Time: 1557842931.8089573
Iteration 3271 | Training Accuracy 0.3467 | Time: 1557842931.8869655
Iteration 3272 | Training Accuracy 0.1733 | Time: 1557842931.9654171
Iteration 3273 | Training Accuracy 0.3600 | Time: 1557842932.0438044
Iteration 3274 | Training Accuracy 0.2533 | Time: 1557842932.1218438
Iteration 3275 | Training Accuracy 0.2400 | Time: 1557842932.2003398
Iteration 3276 | Training Accuracy 0.2400 | Time: 1557842932.2788858
Iteration 3277 | Training Accuracy 0.3067 | Time: 1557842932.3571284
Iteration 3278 | Training Accuracy 0.2800 | Time: 1557842932.4348521
Iteration 3279 | Training Accuracy 0.2800 | Time: 1557842932.5129814
Iteration 3280 | Training Accuracy 0.3333 | Time: 1557842932.5911276
Iteration 3281 | Training Accuracy 0.2800 | Time: 1557842932.6693773
Iteration 3282 | Training Accuracy 0.3467 | Time: 1557842932.7475884
Iteration 3283 | Training Accuracy 0.2800 | Time: 1557842932.8262641
Iteration 3284 | Training Accuracy 0.2800 | Time: 1557842932.9046984
Iteration 3285 | Training Accuracy 0.4133 | Time: 1557842932.9832354
Iteration 3286 | Training Accuracy 0.2267 | Time: 1557842933.0614245
Iteration 3287 | Training Accuracy 0.3067 | Time: 1557842933.1397302
Iteration 3288 | Training Accuracy 0.3600 | Time: 1557842933.2180872
Iteration 3289 | Training Accuracy 0.3333 | Time: 1557842933.2965863
Iteration 3290 | Training Accuracy 0.3067 | Time: 1557842933.3752813
Iteration 3291 | Training Accuracy 0.3733 | Time: 1557842933.4534647
Iteration 3292 | Training Accuracy 0.2533 | Time: 1557842933.531793
Iteration 3293 | Training Accuracy 0.2800 | Time: 1557842933.6098745
Iteration 3294 | Training Accuracy 0.2133 | Time: 1557842933.6881523
Iteration 3295 | Training Accuracy 0.3467 | Time: 1557842933.766773
Iteration 3296 | Training Accuracy 0.1733 | Time: 1557842933.845613
Iteration 3297 | Training Accuracy 0.2933 | Time: 1557842933.9237666
Iteration 3298 | Training Accuracy 0.2800 | Time: 1557842934.002107
Iteration 3299 | Training Accuracy 0.3200 | Time: 1557842934.0803106
Iteration 3300 | Training Accuracy 0.3733 | Time: 1557842934.1581924
Iteration 3301 | Training Accuracy 0.3200 | Time: 1557842934.2362285
Iteration 3302 | Training Accuracy 0.2000 | Time: 1557842934.3151963
Iteration 3303 | Training Accuracy 0.3600 | Time: 1557842934.3934734
Iteration 3304 | Training Accuracy 0.2400 | Time: 1557842934.4717288
Iteration 3305 | Training Accuracy 0.3467 | Time: 1557842934.5503407
Iteration 3306 | Training Accuracy 0.2800 | Time: 1557842934.628271
Iteration 3307 | Training Accuracy 0.3467 | Time: 1557842934.7065551
Iteration 3308 | Training Accuracy 0.3467 | Time: 1557842934.7856874
Iteration 3309 | Training Accuracy 0.4533 | Time: 1557842934.8636787
Iteration 3310 | Training Accuracy 0.2800 | Time: 1557842934.9419959
Iteration 3311 | Training Accuracy 0.3733 | Time: 1557842935.0204332
Iteration 3312 | Training Accuracy 0.3200 | Time: 1557842935.0983388
Iteration 3313 | Training Accuracy 0.2800 | Time: 1557842935.1766465
Iteration 3314 | Training Accuracy 0.2400 | Time: 1557842935.2547638
Iteration 3315 | Training Accuracy 0.2400 | Time: 1557842935.3327868
Iteration 3316 | Training Accuracy 0.3467 | Time: 1557842935.410881
Iteration 3317 | Training Accuracy 0.3333 | Time: 1557842935.4891968
Iteration 3318 | Training Accuracy 0.2267 | Time: 1557842935.569547
Iteration 3319 | Training Accuracy 0.1600 | Time: 1557842935.647708
Iteration 3320 | Training Accuracy 0.4267 | Time: 1557842935.7260838
Iteration 3321 | Training Accuracy 0.2800 | Time: 1557842935.8048863
Iteration 3322 | Training Accuracy 0.1600 | Time: 1557842935.8842797
Iteration 3323 | Training Accuracy 0.1733 | Time: 1557842935.9625447
Iteration 3324 | Training Accuracy 0.2000 | Time: 1557842936.0403938
Iteration 3325 | Training Accuracy 0.2400 | Time: 1557842936.1185048
Iteration 3326 | Training Accuracy 0.2667 | Time: 1557842936.2343893
Iteration 3327 | Training Accuracy 0.3200 | Time: 1557842936.3674731
Iteration 3328 | Training Accuracy 0.3200 | Time: 1557842936.5052552
Iteration 3329 | Training Accuracy 0.1600 | Time: 1557842936.6419914
Iteration 3330 | Training Accuracy 0.2000 | Time: 1557842936.7800322
Iteration 3331 | Training Accuracy 0.3600 | Time: 1557842936.9016905
Iteration 3332 | Training Accuracy 0.3200 | Time: 1557842937.024446
Iteration 3333 | Training Accuracy 0.3600 | Time: 1557842937.1470926
Iteration 3334 | Training Accuracy 0.2667 | Time: 1557842937.2698183
Iteration 3335 | Training Accuracy 0.2533 | Time: 1557842937.4242675
Iteration 3336 | Training Accuracy 0.2667 | Time: 1557842937.5874097
Iteration 3337 | Training Accuracy 0.3467 | Time: 1557842937.7456982
Iteration 3338 | Training Accuracy 0.2667 | Time: 1557842937.8979914
Iteration 3339 | Training Accuracy 0.2533 | Time: 1557842938.0478704
Iteration 3340 | Training Accuracy 0.3600 | Time: 1557842938.1943104
Iteration 3341 | Training Accuracy 0.3600 | Time: 1557842938.3412116
Iteration 3342 | Training Accuracy 0.2667 | Time: 1557842938.4799726
Iteration 3343 | Training Accuracy 0.3467 | Time: 1557842938.6229963
Iteration 3344 | Training Accuracy 0.4000 | Time: 1557842938.762929
Iteration 3345 | Training Accuracy 0.2000 | Time: 1557842938.8967438
Iteration 3346 | Training Accuracy 0.2533 | Time: 1557842939.0296748
Iteration 3347 | Training Accuracy 0.2800 | Time: 1557842939.1624784
Iteration 3348 | Training Accuracy 0.3200 | Time: 1557842939.2948468
Iteration 3349 | Training Accuracy 0.4133 | Time: 1557842939.4234126
Iteration 3350 | Training Accuracy 0.2533 | Time: 1557842939.551369
Iteration 3351 | Training Accuracy 0.2533 | Time: 1557842939.679229
Iteration 3352 | Training Accuracy 0.2800 | Time: 1557842939.8071759
Iteration 3353 | Training Accuracy 0.1733 | Time: 1557842939.9311428
Iteration 3354 | Training Accuracy 0.2533 | Time: 1557842940.0543065
Iteration 3355 | Training Accuracy 0.3200 | Time: 1557842940.1764243
Iteration 3356 | Training Accuracy 0.3200 | Time: 1557842940.289581
Iteration 3357 | Training Accuracy 0.2533 | Time: 1557842940.40282
Iteration 3358 | Training Accuracy 0.1733 | Time: 1557842940.5162532
Iteration 3359 | Training Accuracy 0.3200 | Time: 1557842940.6269479
Iteration 3360 | Training Accuracy 0.1200 | Time: 1557842940.7398694
Iteration 3361 | Training Accuracy 0.4400 | Time: 1557842940.8386796
Iteration 3362 | Training Accuracy 0.3600 | Time: 1557842940.9335117
Iteration 3363 | Training Accuracy 0.3733 | Time: 1557842941.0299404
Iteration 3364 | Training Accuracy 0.2533 | Time: 1557842941.1247606
Iteration 3365 | Training Accuracy 0.2133 | Time: 1557842941.2371175
Iteration 3366 | Training Accuracy 0.2667 | Time: 1557842941.377216
Iteration 3367 | Training Accuracy 0.3067 | Time: 1557842941.5161095
Iteration 3368 | Training Accuracy 0.3067 | Time: 1557842941.6568391
Iteration 3369 | Training Accuracy 0.3067 | Time: 1557842941.7965145
Iteration 3370 | Training Accuracy 0.4133 | Time: 1557842941.9386759
Iteration 3371 | Training Accuracy 0.3733 | Time: 1557842942.1096623
Iteration 3372 | Training Accuracy 0.2933 | Time: 1557842942.2814648
Iteration 3373 | Training Accuracy 0.3467 | Time: 1557842942.4598205
Iteration 3374 | Training Accuracy 0.2800 | Time: 1557842942.637231
Iteration 3375 | Training Accuracy 0.2933 | Time: 1557842942.806901
Iteration 3376 | Training Accuracy 0.2133 | Time: 1557842942.956906
Iteration 3377 | Training Accuracy 0.3867 | Time: 1557842943.1067088
Iteration 3378 | Training Accuracy 0.3067 | Time: 1557842943.256399
Iteration 3379 | Training Accuracy 0.3067 | Time: 1557842943.3951917
Iteration 3380 | Training Accuracy 0.2133 | Time: 1557842943.5315075
Iteration 3381 | Training Accuracy 0.2667 | Time: 1557842943.6684039
Iteration 3382 | Training Accuracy 0.2000 | Time: 1557842943.802769
Iteration 3383 | Training Accuracy 0.3333 | Time: 1557842943.928927
Iteration 3384 | Training Accuracy 0.0800 | Time: 1557842944.0548494
Iteration 3385 | Training Accuracy 0.2533 | Time: 1557842944.1827624
Iteration 3386 | Training Accuracy 0.2267 | Time: 1557842944.3261428
Iteration 3387 | Training Accuracy 0.4000 | Time: 1557842944.4712646
Iteration 3388 | Training Accuracy 0.4000 | Time: 1557842944.617597
Iteration 3389 | Training Accuracy 0.3467 | Time: 1557842944.7611637
Iteration 3390 | Training Accuracy 0.2267 | Time: 1557842944.9156651
Iteration 3391 | Training Accuracy 0.3600 | Time: 1557842945.0907402
Iteration 3392 | Training Accuracy 0.2267 | Time: 1557842945.268666
Iteration 3393 | Training Accuracy 0.4000 | Time: 1557842945.4379048
Iteration 3394 | Training Accuracy 0.3200 | Time: 1557842945.606799
Iteration 3395 | Training Accuracy 0.3200 | Time: 1557842945.7752311
Iteration 3396 | Training Accuracy 0.3200 | Time: 1557842945.9306166
Iteration 3397 | Training Accuracy 0.2000 | Time: 1557842946.0859962
Iteration 3398 | Training Accuracy 0.3067 | Time: 1557842946.2419233
Iteration 3399 | Training Accuracy 0.2533 | Time: 1557842946.3766057
Iteration 3400 | Training Accuracy 0.4267 | Time: 1557842946.508079
Iteration 3401 | Training Accuracy 0.3333 | Time: 1557842946.6396132
Iteration 3402 | Training Accuracy 0.2933 | Time: 1557842946.7719073
Iteration 3403 | Training Accuracy 0.4533 | Time: 1557842946.880231
Iteration 3404 | Training Accuracy 0.3067 | Time: 1557842946.9877532
Iteration 3405 | Training Accuracy 0.3067 | Time: 1557842947.0954113
Iteration 3406 | Training Accuracy 0.3600 | Time: 1557842947.2030542
Iteration 3407 | Training Accuracy 0.2533 | Time: 1557842947.3076406
Iteration 3408 | Training Accuracy 0.3867 | Time: 1557842947.406548
Iteration 3409 | Training Accuracy 0.2400 | Time: 1557842947.5037525
Iteration 3410 | Training Accuracy 0.3600 | Time: 1557842947.6013067
Iteration 3411 | Training Accuracy 0.2400 | Time: 1557842947.6985724
Iteration 3412 | Training Accuracy 0.3200 | Time: 1557842947.7980654
Iteration 3413 | Training Accuracy 0.4400 | Time: 1557842947.8955023
Iteration 3414 | Training Accuracy 0.2267 | Time: 1557842947.992514
Iteration 3415 | Training Accuracy 0.2667 | Time: 1557842948.0897899
Iteration 3416 | Training Accuracy 0.4267 | Time: 1557842948.1888235
Iteration 3417 | Training Accuracy 0.3333 | Time: 1557842948.2870717
Iteration 3418 | Training Accuracy 0.4133 | Time: 1557842948.3835452
Iteration 3419 | Training Accuracy 0.2400 | Time: 1557842948.4775674
Iteration 3420 | Training Accuracy 0.3333 | Time: 1557842948.5714912
Iteration 3421 | Training Accuracy 0.4267 | Time: 1557842948.6644208
Iteration 3422 | Training Accuracy 0.3467 | Time: 1557842948.757913
Iteration 3423 | Training Accuracy 0.3467 | Time: 1557842948.8507822
Iteration 3424 | Training Accuracy 0.3333 | Time: 1557842948.9456487
Iteration 3425 | Training Accuracy 0.3600 | Time: 1557842949.0387304
Iteration 3426 | Training Accuracy 0.2800 | Time: 1557842949.1313004
Iteration 3427 | Training Accuracy 0.3200 | Time: 1557842949.2238579
Iteration 3428 | Training Accuracy 0.2400 | Time: 1557842949.3188736
Iteration 3429 | Training Accuracy 0.2267 | Time: 1557842949.4118884
Iteration 3430 | Training Accuracy 0.0933 | Time: 1557842949.504715
Iteration 3431 | Training Accuracy 0.3200 | Time: 1557842949.5980546
Iteration 3432 | Training Accuracy 0.3600 | Time: 1557842949.6920207
Iteration 3433 | Training Accuracy 0.3067 | Time: 1557842949.7854714
Iteration 3434 | Training Accuracy 0.3600 | Time: 1557842949.87847
Iteration 3435 | Training Accuracy 0.2933 | Time: 1557842949.9709818
Iteration 3436 | Training Accuracy 0.2667 | Time: 1557842950.0641277
Iteration 3437 | Training Accuracy 0.3200 | Time: 1557842950.1588655
Iteration 3438 | Training Accuracy 0.4000 | Time: 1557842950.2520423
Iteration 3439 | Training Accuracy 0.2000 | Time: 1557842950.3455703
Iteration 3440 | Training Accuracy 0.2400 | Time: 1557842950.4385455
Iteration 3441 | Training Accuracy 0.2800 | Time: 1557842950.532659
Iteration 3442 | Training Accuracy 0.4000 | Time: 1557842950.6254597
Iteration 3443 | Training Accuracy 0.2933 | Time: 1557842950.7191665
Iteration 3444 | Training Accuracy 0.3333 | Time: 1557842950.8122694
Iteration 3445 | Training Accuracy 0.3067 | Time: 1557842950.9062548
Iteration 3446 | Training Accuracy 0.2933 | Time: 1557842950.9996033
Iteration 3447 | Training Accuracy 0.2933 | Time: 1557842951.0924363
Iteration 3448 | Training Accuracy 0.4533 | Time: 1557842951.1855037
Iteration 3449 | Training Accuracy 0.2800 | Time: 1557842951.2808044
Iteration 3450 | Training Accuracy 0.3067 | Time: 1557842951.3737702
Iteration 3451 | Training Accuracy 0.3200 | Time: 1557842951.4665647
Iteration 3452 | Training Accuracy 0.2400 | Time: 1557842951.5595214
Iteration 3453 | Training Accuracy 0.1733 | Time: 1557842951.6530344
Iteration 3454 | Training Accuracy 0.2000 | Time: 1557842951.7462118
Iteration 3455 | Training Accuracy 0.2667 | Time: 1557842951.840189
Iteration 3456 | Training Accuracy 0.3067 | Time: 1557842951.933032
Iteration 3457 | Training Accuracy 0.2933 | Time: 1557842952.0257022
Iteration 3458 | Training Accuracy 0.3067 | Time: 1557842952.1188152
Iteration 3459 | Training Accuracy 0.2133 | Time: 1557842952.2116482
Iteration 3460 | Training Accuracy 0.2267 | Time: 1557842952.3050082
Iteration 3461 | Training Accuracy 0.3600 | Time: 1557842952.3979056
Iteration 3462 | Training Accuracy 0.3867 | Time: 1557842952.4905744
Iteration 3463 | Training Accuracy 0.2267 | Time: 1557842952.583407
Iteration 3464 | Training Accuracy 0.3333 | Time: 1557842952.6768293
Iteration 3465 | Training Accuracy 0.3200 | Time: 1557842952.7718592
Iteration 3466 | Training Accuracy 0.1867 | Time: 1557842952.86508
Iteration 3467 | Training Accuracy 0.3867 | Time: 1557842952.9583366
Iteration 3468 | Training Accuracy 0.1600 | Time: 1557842953.0508952
Iteration 3469 | Training Accuracy 0.2933 | Time: 1557842953.1439075
Iteration 3470 | Training Accuracy 0.1867 | Time: 1557842953.2369912
Iteration 3471 | Training Accuracy 0.2267 | Time: 1557842953.3302455
Iteration 3472 | Training Accuracy 0.3067 | Time: 1557842953.4226513
Iteration 3473 | Training Accuracy 0.3333 | Time: 1557842953.5156236
Iteration 3474 | Training Accuracy 0.3600 | Time: 1557842953.6078303
Iteration 3475 | Training Accuracy 0.3333 | Time: 1557842953.700835
Iteration 3476 | Training Accuracy 0.2800 | Time: 1557842953.7944407
Iteration 3477 | Training Accuracy 0.3333 | Time: 1557842953.8870945
Iteration 3478 | Training Accuracy 0.3600 | Time: 1557842953.9806068
