Iteration 0 | Training Accuracy 0.1000 | Time: 1558007063.4509375
Iteration 3081 | Training Accuracy 0.1733 | Time: 1558011322.8748348
Iteration 3082 | Training Accuracy 0.1333 | Time: 1558011323.9593492
Iteration 3083 | Training Accuracy 0.1267 | Time: 1558011325.0087647
Iteration 3084 | Training Accuracy 0.1133 | Time: 1558011326.0617673
Iteration 3085 | Training Accuracy 0.1067 | Time: 1558011327.3748026
Iteration 3086 | Training Accuracy 0.1933 | Time: 1558011328.512027
Iteration 3087 | Training Accuracy 0.1133 | Time: 1558011329.7066
Iteration 3088 | Training Accuracy 0.1133 | Time: 1558011330.8019352
Iteration 3089 | Training Accuracy 0.2067 | Time: 1558011332.041755
Iteration 3090 | Training Accuracy 0.1467 | Time: 1558011333.2296572
Iteration 3091 | Training Accuracy 0.1867 | Time: 1558011334.412789
Iteration 3092 | Training Accuracy 0.1467 | Time: 1558011335.7866461
Iteration 3093 | Training Accuracy 0.1867 | Time: 1558011337.0893965
Iteration 3094 | Training Accuracy 0.1400 | Time: 1558011338.2866075
Iteration 3095 | Training Accuracy 0.1400 | Time: 1558011339.3856628
Iteration 3096 | Training Accuracy 0.1800 | Time: 1558011340.5361104
Iteration 3097 | Training Accuracy 0.1600 | Time: 1558011341.709858
Iteration 3098 | Training Accuracy 0.1467 | Time: 1558011343.0098212
Iteration 3099 | Training Accuracy 0.1800 | Time: 1558011344.099796
Iteration 3100 | Training Accuracy 0.1667 | Time: 1558011345.3441777
Iteration 3101 | Training Accuracy 0.1200 | Time: 1558011346.7062411
Iteration 3102 | Training Accuracy 0.0933 | Time: 1558011347.9063118
Iteration 3103 | Training Accuracy 0.1467 | Time: 1558011349.0166197
Iteration 3104 | Training Accuracy 0.1400 | Time: 1558011350.049807
Iteration 3105 | Training Accuracy 0.2067 | Time: 1558011351.2971623
Iteration 3106 | Training Accuracy 0.2067 | Time: 1558011352.6402626
Iteration 3107 | Training Accuracy 0.1400 | Time: 1558011354.1163647
Iteration 3108 | Training Accuracy 0.1267 | Time: 1558011355.496653
Iteration 3109 | Training Accuracy 0.1467 | Time: 1558011356.8697705
Iteration 3110 | Training Accuracy 0.1133 | Time: 1558011358.0371385
Iteration 3111 | Training Accuracy 0.1533 | Time: 1558011359.2785668
Iteration 3112 | Training Accuracy 0.1733 | Time: 1558011360.574386
Iteration 3113 | Training Accuracy 0.1600 | Time: 1558011361.949591
Iteration 3114 | Training Accuracy 0.1333 | Time: 1558011363.2356744
Iteration 3115 | Training Accuracy 0.1400 | Time: 1558011364.407087
Iteration 3116 | Training Accuracy 0.1600 | Time: 1558011365.6297824
Iteration 3117 | Training Accuracy 0.1400 | Time: 1558011366.9443588
Iteration 3118 | Training Accuracy 0.1333 | Time: 1558011368.1862326
Iteration 3119 | Training Accuracy 0.1800 | Time: 1558011369.45131
Iteration 3120 | Training Accuracy 0.1000 | Time: 1558011370.7210066
Iteration 3121 | Training Accuracy 0.1067 | Time: 1558011371.965594
Iteration 3122 | Training Accuracy 0.1933 | Time: 1558011373.1382065
Iteration 3123 | Training Accuracy 0.2200 | Time: 1558011374.3438058
Iteration 3124 | Training Accuracy 0.1133 | Time: 1558011375.514797
Iteration 3125 | Training Accuracy 0.1933 | Time: 1558011376.7959502
Iteration 3126 | Training Accuracy 0.1867 | Time: 1558011378.0119703
Iteration 3127 | Training Accuracy 0.1600 | Time: 1558011379.1749163
Iteration 3128 | Training Accuracy 0.1267 | Time: 1558011380.4287207
Iteration 3129 | Training Accuracy 0.0733 | Time: 1558011381.75376
Iteration 3130 | Training Accuracy 0.1067 | Time: 1558011382.975758
Iteration 3131 | Training Accuracy 0.1400 | Time: 1558011384.317712
Iteration 3132 | Training Accuracy 0.0800 | Time: 1558011385.4701593
Iteration 3133 | Training Accuracy 0.1800 | Time: 1558011386.628858
Iteration 3134 | Training Accuracy 0.1133 | Time: 1558011387.8331187
Iteration 3135 | Training Accuracy 0.1067 | Time: 1558011388.938315
Iteration 3136 | Training Accuracy 0.1133 | Time: 1558011390.2332892
Iteration 3137 | Training Accuracy 0.1467 | Time: 1558011391.5209432
Iteration 3138 | Training Accuracy 0.1600 | Time: 1558011392.719399
Iteration 3139 | Training Accuracy 0.1200 | Time: 1558011394.1342669
Iteration 3140 | Training Accuracy 0.1333 | Time: 1558011395.468931
Iteration 3141 | Training Accuracy 0.1133 | Time: 1558011396.621348
Iteration 3142 | Training Accuracy 0.1200 | Time: 1558011397.8645282
Iteration 3143 | Training Accuracy 0.1867 | Time: 1558011399.1274664
Iteration 3144 | Training Accuracy 0.1933 | Time: 1558011400.268672
Iteration 3145 | Training Accuracy 0.1467 | Time: 1558011401.4897823
Iteration 3146 | Training Accuracy 0.1667 | Time: 1558011402.6378736
Iteration 3147 | Training Accuracy 0.1133 | Time: 1558011403.855253
Iteration 3148 | Training Accuracy 0.1667 | Time: 1558011405.0498312
Iteration 3149 | Training Accuracy 0.1133 | Time: 1558011406.2180483
Iteration 3150 | Training Accuracy 0.1600 | Time: 1558011407.4672723
Iteration 3151 | Training Accuracy 0.1333 | Time: 1558011408.731055
Iteration 3152 | Training Accuracy 0.1467 | Time: 1558011409.9708278
Iteration 3153 | Training Accuracy 0.1667 | Time: 1558011411.186676
Iteration 3154 | Training Accuracy 0.1733 | Time: 1558011412.4052126
Iteration 3155 | Training Accuracy 0.1667 | Time: 1558011413.7665694
Iteration 3156 | Training Accuracy 0.1400 | Time: 1558011414.9855464
Iteration 3157 | Training Accuracy 0.2133 | Time: 1558011416.3684464
Iteration 3158 | Training Accuracy 0.1600 | Time: 1558011417.7344236
Iteration 3159 | Training Accuracy 0.2067 | Time: 1558011419.034864
Iteration 3160 | Training Accuracy 0.1467 | Time: 1558011420.4739096
Iteration 3161 | Training Accuracy 0.1467 | Time: 1558011421.8515174
Iteration 3162 | Training Accuracy 0.0867 | Time: 1558011423.0715933
Iteration 3163 | Training Accuracy 0.1200 | Time: 1558011424.2609854
Iteration 3164 | Training Accuracy 0.1000 | Time: 1558011425.3879697
Iteration 3165 | Training Accuracy 0.1733 | Time: 1558011426.4878252
Iteration 3166 | Training Accuracy 0.1067 | Time: 1558011427.7714977
Iteration 3167 | Training Accuracy 0.2000 | Time: 1558011428.9713037
Iteration 3168 | Training Accuracy 0.1667 | Time: 1558011430.3324962
Iteration 3169 | Training Accuracy 0.1400 | Time: 1558011431.882215
Iteration 3170 | Training Accuracy 0.1267 | Time: 1558011433.2336137
Iteration 3171 | Training Accuracy 0.0867 | Time: 1558011434.4490094
Iteration 3172 | Training Accuracy 0.2333 | Time: 1558011435.6804569
Iteration 3173 | Training Accuracy 0.1400 | Time: 1558011436.969176
Iteration 3174 | Training Accuracy 0.1200 | Time: 1558011438.2051277
Iteration 3175 | Training Accuracy 0.1733 | Time: 1558011439.456635
Iteration 3176 | Training Accuracy 0.1400 | Time: 1558011440.6830926
Iteration 3177 | Training Accuracy 0.1467 | Time: 1558011442.007329
Iteration 3178 | Training Accuracy 0.1333 | Time: 1558011443.2362313
Iteration 3179 | Training Accuracy 0.1000 | Time: 1558011444.6013188
Iteration 3180 | Training Accuracy 0.1200 | Time: 1558011445.8338656
Iteration 3181 | Training Accuracy 0.1267 | Time: 1558011447.0766118
Iteration 3182 | Training Accuracy 0.1200 | Time: 1558011448.3249326
Iteration 3183 | Training Accuracy 0.1800 | Time: 1558011449.6888995
Iteration 3184 | Training Accuracy 0.1267 | Time: 1558011450.9323018
Iteration 3185 | Training Accuracy 0.1267 | Time: 1558011452.1299052
Iteration 3186 | Training Accuracy 0.2133 | Time: 1558011453.5415478
Iteration 3187 | Training Accuracy 0.1200 | Time: 1558011454.7879481
Iteration 3188 | Training Accuracy 0.1133 | Time: 1558011456.1911664
Iteration 3189 | Training Accuracy 0.1000 | Time: 1558011457.525529
Iteration 3190 | Training Accuracy 0.1000 | Time: 1558011458.6720238
Iteration 3191 | Training Accuracy 0.1400 | Time: 1558011459.8686883
Iteration 3192 | Training Accuracy 0.1200 | Time: 1558011461.0682507
Iteration 3193 | Training Accuracy 0.1733 | Time: 1558011462.304716
Iteration 3194 | Training Accuracy 0.0667 | Time: 1558011463.387418
Iteration 3195 | Training Accuracy 0.1400 | Time: 1558011464.6395237
Iteration 3196 | Training Accuracy 0.1133 | Time: 1558011465.9204662
Iteration 3197 | Training Accuracy 0.0933 | Time: 1558011467.183519
Iteration 3198 | Training Accuracy 0.1267 | Time: 1558011468.3250897
Iteration 3199 | Training Accuracy 0.0733 | Time: 1558011469.4794853
Iteration 3200 | Training Accuracy 0.1800 | Time: 1558011470.7545128
Iteration 3201 | Training Accuracy 0.1933 | Time: 1558011471.9498253
Iteration 3202 | Training Accuracy 0.1267 | Time: 1558011473.165588
Iteration 3203 | Training Accuracy 0.1067 | Time: 1558011474.4733586
Iteration 3204 | Training Accuracy 0.1200 | Time: 1558011475.7495236
Iteration 3205 | Training Accuracy 0.1000 | Time: 1558011476.8704557
Iteration 3206 | Training Accuracy 0.1067 | Time: 1558011478.244489
Iteration 3207 | Training Accuracy 0.2000 | Time: 1558011479.603995
Iteration 3208 | Training Accuracy 0.0667 | Time: 1558011480.9120464
Iteration 3209 | Training Accuracy 0.1667 | Time: 1558011482.1277106
Iteration 3210 | Training Accuracy 0.1533 | Time: 1558011483.3780427
Iteration 3211 | Training Accuracy 0.1533 | Time: 1558011484.63843
Iteration 3212 | Training Accuracy 0.1267 | Time: 1558011485.9472272
Iteration 3213 | Training Accuracy 0.1200 | Time: 1558011487.1769524
Iteration 3214 | Training Accuracy 0.1533 | Time: 1558011488.3817956
Iteration 3215 | Training Accuracy 0.1133 | Time: 1558011489.521166
Iteration 3216 | Training Accuracy 0.1000 | Time: 1558011490.7485847
Iteration 3217 | Training Accuracy 0.1200 | Time: 1558011492.017497
Iteration 3218 | Training Accuracy 0.0800 | Time: 1558011493.297709
Iteration 3219 | Training Accuracy 0.1267 | Time: 1558011494.5606973
Iteration 3220 | Training Accuracy 0.1333 | Time: 1558011495.7257552
Iteration 3221 | Training Accuracy 0.0800 | Time: 1558011497.0338154
Iteration 3222 | Training Accuracy 0.1133 | Time: 1558011498.2903984
Iteration 3223 | Training Accuracy 0.1333 | Time: 1558011499.5632915
Iteration 3224 | Training Accuracy 0.1333 | Time: 1558011500.8642056
Iteration 3225 | Training Accuracy 0.1067 | Time: 1558011502.0987892
Iteration 3226 | Training Accuracy 0.0800 | Time: 1558011503.2665715
Iteration 3227 | Training Accuracy 0.1467 | Time: 1558011504.5399358
Iteration 3228 | Training Accuracy 0.0867 | Time: 1558011505.7146165
Iteration 3229 | Training Accuracy 0.1800 | Time: 1558011507.0535326
Iteration 3230 | Training Accuracy 0.2000 | Time: 1558011508.3520565
Iteration 3231 | Training Accuracy 0.1933 | Time: 1558011509.5604906
Iteration 3232 | Training Accuracy 0.1133 | Time: 1558011510.8142195
Iteration 3233 | Training Accuracy 0.1867 | Time: 1558011512.0880578
Iteration 3234 | Training Accuracy 0.1533 | Time: 1558011513.3346212
Iteration 3235 | Training Accuracy 0.1800 | Time: 1558011514.6480825
Iteration 3236 | Training Accuracy 0.1800 | Time: 1558011515.92775
Iteration 3237 | Training Accuracy 0.1667 | Time: 1558011517.0941913
Iteration 3238 | Training Accuracy 0.1333 | Time: 1558011518.481773
Iteration 3239 | Training Accuracy 0.1400 | Time: 1558011519.7540116
Iteration 3240 | Training Accuracy 0.1667 | Time: 1558011521.0040793
Iteration 3241 | Training Accuracy 0.1200 | Time: 1558011522.2662637
Iteration 3242 | Training Accuracy 0.2333 | Time: 1558011523.495338
Iteration 3243 | Training Accuracy 0.1600 | Time: 1558011524.685717
Iteration 3244 | Training Accuracy 0.1333 | Time: 1558011526.111404
Iteration 3245 | Training Accuracy 0.1267 | Time: 1558011527.4070635
Iteration 3246 | Training Accuracy 0.1800 | Time: 1558011528.6163697
Iteration 3247 | Training Accuracy 0.1000 | Time: 1558011529.7849524
Iteration 3248 | Training Accuracy 0.1133 | Time: 1558011531.0880692
Iteration 3249 | Training Accuracy 0.1267 | Time: 1558011532.4420753
Iteration 3250 | Training Accuracy 0.1933 | Time: 1558011533.7581573
Iteration 3251 | Training Accuracy 0.0800 | Time: 1558011535.0475237
Iteration 3252 | Training Accuracy 0.1333 | Time: 1558011536.4121706
Iteration 3253 | Training Accuracy 0.1400 | Time: 1558011537.5794318
Iteration 3254 | Training Accuracy 0.1133 | Time: 1558011538.709574
Iteration 3255 | Training Accuracy 0.1667 | Time: 1558011540.168534
Iteration 3256 | Training Accuracy 0.1067 | Time: 1558011541.5061417
Iteration 3257 | Training Accuracy 0.1200 | Time: 1558011542.8564582
Iteration 3258 | Training Accuracy 0.1467 | Time: 1558011543.9985485
Iteration 3259 | Training Accuracy 0.1600 | Time: 1558011545.1970124
Iteration 3260 | Training Accuracy 0.1400 | Time: 1558011546.4680023
Iteration 3261 | Training Accuracy 0.1267 | Time: 1558011547.6582837
Iteration 3262 | Training Accuracy 0.1467 | Time: 1558011549.0021875
Iteration 3263 | Training Accuracy 0.1200 | Time: 1558011550.3197963
Iteration 3264 | Training Accuracy 0.1400 | Time: 1558011551.5159533
Iteration 3265 | Training Accuracy 0.1733 | Time: 1558011552.7389524
Iteration 3266 | Training Accuracy 0.1600 | Time: 1558011553.9956336
Iteration 3267 | Training Accuracy 0.1133 | Time: 1558011555.0669181
Iteration 3268 | Training Accuracy 0.1133 | Time: 1558011556.4889278
Iteration 3269 | Training Accuracy 0.1933 | Time: 1558011557.819415
Iteration 3270 | Training Accuracy 0.0733 | Time: 1558011559.0808494
Iteration 3271 | Training Accuracy 0.1400 | Time: 1558011560.462262
Iteration 3272 | Training Accuracy 0.1333 | Time: 1558011561.8125474
Iteration 3273 | Training Accuracy 0.1400 | Time: 1558011563.019616
Iteration 3274 | Training Accuracy 0.1933 | Time: 1558011564.185037
Iteration 3275 | Training Accuracy 0.1200 | Time: 1558011565.3155491
Iteration 3276 | Training Accuracy 0.1333 | Time: 1558011566.5297875
Iteration 3277 | Training Accuracy 0.1467 | Time: 1558011567.7089138
Iteration 3278 | Training Accuracy 0.1600 | Time: 1558011569.0315146
Iteration 3279 | Training Accuracy 0.1667 | Time: 1558011570.3214216
Iteration 3280 | Training Accuracy 0.1533 | Time: 1558011571.5619614
Iteration 3281 | Training Accuracy 0.1467 | Time: 1558011572.8086326
Iteration 3282 | Training Accuracy 0.0600 | Time: 1558011574.1269505
Iteration 3283 | Training Accuracy 0.1400 | Time: 1558011575.5232093
Iteration 3284 | Training Accuracy 0.1800 | Time: 1558011576.9473925
Iteration 3285 | Training Accuracy 0.1867 | Time: 1558011578.2793567
Iteration 3286 | Training Accuracy 0.1467 | Time: 1558011579.48364
Iteration 3287 | Training Accuracy 0.1467 | Time: 1558011580.6452563
Iteration 3288 | Training Accuracy 0.1533 | Time: 1558011581.9710646
Iteration 3289 | Training Accuracy 0.2067 | Time: 1558011583.1917508
Iteration 3290 | Training Accuracy 0.1333 | Time: 1558011584.3451774
Iteration 3291 | Training Accuracy 0.1133 | Time: 1558011585.5925603
Iteration 3292 | Training Accuracy 0.2000 | Time: 1558011586.8597379
Iteration 3293 | Training Accuracy 0.1200 | Time: 1558011588.2248151
Iteration 3294 | Training Accuracy 0.1333 | Time: 1558011589.4828331
Iteration 3295 | Training Accuracy 0.1667 | Time: 1558011590.712885
Iteration 3296 | Training Accuracy 0.1533 | Time: 1558011591.9961038
Iteration 3297 | Training Accuracy 0.1133 | Time: 1558011593.1983025
Iteration 3298 | Training Accuracy 0.1600 | Time: 1558011594.4940467
Iteration 3299 | Training Accuracy 0.2000 | Time: 1558011595.7954078
Iteration 3300 | Training Accuracy 0.1667 | Time: 1558011597.0811481
Iteration 3301 | Training Accuracy 0.2067 | Time: 1558011598.3805737
Iteration 3302 | Training Accuracy 0.1133 | Time: 1558011599.5561376
Iteration 3303 | Training Accuracy 0.1467 | Time: 1558011600.723899
Iteration 3304 | Training Accuracy 0.1733 | Time: 1558011601.9676754
Iteration 3305 | Training Accuracy 0.1333 | Time: 1558011603.2242985
Iteration 3306 | Training Accuracy 0.1600 | Time: 1558011604.4713743
Iteration 3307 | Training Accuracy 0.1467 | Time: 1558011605.7682974
Iteration 3308 | Training Accuracy 0.1067 | Time: 1558011606.9574132
Iteration 3309 | Training Accuracy 0.1333 | Time: 1558011608.1181335
Iteration 3310 | Training Accuracy 0.1400 | Time: 1558011609.4336653
Iteration 3311 | Training Accuracy 0.1267 | Time: 1558011610.688738
Iteration 3312 | Training Accuracy 0.1600 | Time: 1558011611.9286087
Iteration 3313 | Training Accuracy 0.1733 | Time: 1558011613.1456246
Iteration 3314 | Training Accuracy 0.1600 | Time: 1558011614.4340508
Iteration 3315 | Training Accuracy 0.1200 | Time: 1558011615.6906793
Iteration 3316 | Training Accuracy 0.0933 | Time: 1558011616.994051
Iteration 3317 | Training Accuracy 0.1333 | Time: 1558011618.2667654
Iteration 3318 | Training Accuracy 0.2067 | Time: 1558011619.6071916
Iteration 3319 | Training Accuracy 0.2267 | Time: 1558011620.8792562
Iteration 3320 | Training Accuracy 0.2000 | Time: 1558011622.0417106
Iteration 3321 | Training Accuracy 0.1667 | Time: 1558011623.3938277
Iteration 3322 | Training Accuracy 0.1467 | Time: 1558011624.6773694
Iteration 3323 | Training Accuracy 0.1733 | Time: 1558011625.9258301
Iteration 3324 | Training Accuracy 0.1400 | Time: 1558011627.0755718
Iteration 3325 | Training Accuracy 0.1733 | Time: 1558011628.3845463
Iteration 3326 | Training Accuracy 0.1800 | Time: 1558011629.675134
Iteration 3327 | Training Accuracy 0.1200 | Time: 1558011630.8980553
Iteration 3328 | Training Accuracy 0.1467 | Time: 1558011632.2160933
Iteration 3329 | Training Accuracy 0.1600 | Time: 1558011633.4172633
Iteration 3330 | Training Accuracy 0.1600 | Time: 1558011634.5608885
Iteration 3331 | Training Accuracy 0.1067 | Time: 1558011635.8297415
Iteration 3332 | Training Accuracy 0.1667 | Time: 1558011637.0863192
Iteration 3333 | Training Accuracy 0.1267 | Time: 1558011638.2874854
Iteration 3334 | Training Accuracy 0.1333 | Time: 1558011639.5563867
Iteration 3335 | Training Accuracy 0.1733 | Time: 1558011640.9050722
Iteration 3336 | Training Accuracy 0.1133 | Time: 1558011642.2165008
Iteration 3337 | Training Accuracy 0.1800 | Time: 1558011643.5699306
Iteration 3338 | Training Accuracy 0.1200 | Time: 1558011644.913176
Iteration 3339 | Training Accuracy 0.1800 | Time: 1558011646.3007293
Iteration 3340 | Training Accuracy 0.1133 | Time: 1558011647.6492636
Iteration 3341 | Training Accuracy 0.1800 | Time: 1558011648.9288154
Iteration 3342 | Training Accuracy 0.1467 | Time: 1558011650.1775846
Iteration 3343 | Training Accuracy 0.1667 | Time: 1558011651.4317062
Iteration 3344 | Training Accuracy 0.1267 | Time: 1558011652.5158377
Iteration 3345 | Training Accuracy 0.1600 | Time: 1558011653.611883
Iteration 3346 | Training Accuracy 0.1733 | Time: 1558011654.9420269
Iteration 3347 | Training Accuracy 0.1200 | Time: 1558011656.225816
Iteration 3348 | Training Accuracy 0.1733 | Time: 1558011657.3965068
Iteration 3349 | Training Accuracy 0.1400 | Time: 1558011658.615506
Iteration 3350 | Training Accuracy 0.1267 | Time: 1558011659.983695
Iteration 3351 | Training Accuracy 0.1133 | Time: 1558011661.342591
Iteration 3352 | Training Accuracy 0.1867 | Time: 1558011662.5297623
Iteration 3353 | Training Accuracy 0.1200 | Time: 1558011663.7874424
Iteration 3354 | Training Accuracy 0.1400 | Time: 1558011665.1243691
Iteration 3355 | Training Accuracy 0.1600 | Time: 1558011666.4367852
Iteration 3356 | Training Accuracy 0.1000 | Time: 1558011667.6816456
Iteration 3357 | Training Accuracy 0.1267 | Time: 1558011668.8855574
Iteration 3358 | Training Accuracy 0.1333 | Time: 1558011670.1144028
Iteration 3359 | Training Accuracy 0.2000 | Time: 1558011671.2848349
Iteration 3360 | Training Accuracy 0.1933 | Time: 1558011672.5932379
Iteration 3361 | Training Accuracy 0.0867 | Time: 1558011673.8517838
Iteration 3362 | Training Accuracy 0.1267 | Time: 1558011675.0842102
Iteration 3363 | Training Accuracy 0.1800 | Time: 1558011676.4527478
Iteration 3364 | Training Accuracy 0.1600 | Time: 1558011677.8978212
Iteration 3365 | Training Accuracy 0.1267 | Time: 1558011679.2815778
Iteration 3366 | Training Accuracy 0.1133 | Time: 1558011680.5989964
Iteration 3367 | Training Accuracy 0.1867 | Time: 1558011681.8804843
Iteration 3368 | Training Accuracy 0.1333 | Time: 1558011683.221385
Iteration 3369 | Training Accuracy 0.2533 | Time: 1558011684.4809608
Iteration 3370 | Training Accuracy 0.1133 | Time: 1558011685.6978667
Iteration 3371 | Training Accuracy 0.1467 | Time: 1558011686.874582
Iteration 3372 | Training Accuracy 0.1867 | Time: 1558011688.1401598
Iteration 3373 | Training Accuracy 0.1200 | Time: 1558011689.389315
Iteration 3374 | Training Accuracy 0.2467 | Time: 1558011690.6574574
Iteration 3375 | Training Accuracy 0.1733 | Time: 1558011691.9471724
Iteration 3376 | Training Accuracy 0.1733 | Time: 1558011693.1656475
Iteration 3377 | Training Accuracy 0.1200 | Time: 1558011694.461822
Iteration 3378 | Training Accuracy 0.1467 | Time: 1558011695.7659125
Iteration 3379 | Training Accuracy 0.1600 | Time: 1558011696.863818
Iteration 3380 | Training Accuracy 0.1933 | Time: 1558011698.1067805
Iteration 3381 | Training Accuracy 0.1467 | Time: 1558011699.3774805
Iteration 3382 | Training Accuracy 0.1467 | Time: 1558011700.604145
Iteration 3383 | Training Accuracy 0.1533 | Time: 1558011702.0192976
Iteration 3384 | Training Accuracy 0.1267 | Time: 1558011703.2878952
Iteration 3385 | Training Accuracy 0.1200 | Time: 1558011704.3486004
Iteration 3386 | Training Accuracy 0.1867 | Time: 1558011705.5950518
Iteration 3387 | Training Accuracy 0.1667 | Time: 1558011706.87245
Iteration 3388 | Training Accuracy 0.0867 | Time: 1558011708.2066102
Iteration 3389 | Training Accuracy 0.0933 | Time: 1558011709.4572797
Iteration 3390 | Training Accuracy 0.1467 | Time: 1558011710.734314
Iteration 3391 | Training Accuracy 0.2533 | Time: 1558011712.0672064
Iteration 3392 | Training Accuracy 0.0933 | Time: 1558011713.4376755
Iteration 3393 | Training Accuracy 0.1133 | Time: 1558011714.73416
Iteration 3394 | Training Accuracy 0.1333 | Time: 1558011716.0289605
Iteration 3395 | Training Accuracy 0.1067 | Time: 1558011717.2642834
Iteration 3396 | Training Accuracy 0.1333 | Time: 1558011718.5658634
Iteration 3397 | Training Accuracy 0.1667 | Time: 1558011719.8584054
Iteration 3398 | Training Accuracy 0.1467 | Time: 1558011721.2153196
Iteration 3399 | Training Accuracy 0.1467 | Time: 1558011722.533281
Iteration 3400 | Training Accuracy 0.1267 | Time: 1558011723.8318954
Iteration 3401 | Training Accuracy 0.1267 | Time: 1558011725.1786027
Iteration 3402 | Training Accuracy 0.1400 | Time: 1558011726.4237854
Iteration 3403 | Training Accuracy 0.1933 | Time: 1558011727.7716281
Iteration 3404 | Training Accuracy 0.1467 | Time: 1558011728.9969065
Iteration 3405 | Training Accuracy 0.1600 | Time: 1558011730.3546824
Iteration 3406 | Training Accuracy 0.1733 | Time: 1558011731.636088
Iteration 3407 | Training Accuracy 0.1533 | Time: 1558011732.9415324
Iteration 3408 | Training Accuracy 0.2000 | Time: 1558011734.370829
Iteration 3409 | Training Accuracy 0.1667 | Time: 1558011735.682271
Iteration 3410 | Training Accuracy 0.1867 | Time: 1558011736.902094
Iteration 3411 | Training Accuracy 0.1533 | Time: 1558011738.1626923
Iteration 3412 | Training Accuracy 0.1267 | Time: 1558011739.5674314
Iteration 3413 | Training Accuracy 0.2200 | Time: 1558011740.78244
Iteration 3414 | Training Accuracy 0.1800 | Time: 1558011742.1005156
Iteration 3415 | Training Accuracy 0.1200 | Time: 1558011743.2098334
Iteration 3416 | Training Accuracy 0.2400 | Time: 1558011744.5906606
Iteration 3417 | Training Accuracy 0.1933 | Time: 1558011745.9660318
Iteration 3418 | Training Accuracy 0.0800 | Time: 1558011747.2585318
Iteration 3419 | Training Accuracy 0.0867 | Time: 1558011748.646959
Iteration 3420 | Training Accuracy 0.1467 | Time: 1558011749.8644996
Iteration 3421 | Training Accuracy 0.1733 | Time: 1558011751.3383958
Iteration 3422 | Training Accuracy 0.1533 | Time: 1558011752.5730047
Iteration 3423 | Training Accuracy 0.1467 | Time: 1558011753.9521332
Iteration 3424 | Training Accuracy 0.1467 | Time: 1558011755.2085004
Iteration 3425 | Training Accuracy 0.1800 | Time: 1558011756.5124109
Iteration 3426 | Training Accuracy 0.1667 | Time: 1558011757.8047118
Iteration 3427 | Training Accuracy 0.1733 | Time: 1558011759.0107024
Iteration 3428 | Training Accuracy 0.0933 | Time: 1558011759.9100826
Iteration 3429 | Training Accuracy 0.1400 | Time: 1558011760.8555107
Iteration 3430 | Training Accuracy 0.1800 | Time: 1558011761.7527845
Iteration 3431 | Training Accuracy 0.1800 | Time: 1558011762.7203948
Iteration 3432 | Training Accuracy 0.1600 | Time: 1558011763.7633028
Iteration 3433 | Training Accuracy 0.2333 | Time: 1558011764.946761
Iteration 3434 | Training Accuracy 0.1667 | Time: 1558011766.205844
Iteration 3435 | Training Accuracy 0.1533 | Time: 1558011767.4757457
Iteration 3436 | Training Accuracy 0.1600 | Time: 1558011768.7855816
Iteration 3437 | Training Accuracy 0.1800 | Time: 1558011770.143012
Iteration 3438 | Training Accuracy 0.1333 | Time: 1558011771.4457507
Iteration 3439 | Training Accuracy 0.1533 | Time: 1558011772.682449
Iteration 3440 | Training Accuracy 0.2400 | Time: 1558011773.8967683
Iteration 3441 | Training Accuracy 0.1400 | Time: 1558011775.1723614
Iteration 3442 | Training Accuracy 0.1600 | Time: 1558011776.4145052
Iteration 3443 | Training Accuracy 0.1667 | Time: 1558011777.65447
Iteration 3444 | Training Accuracy 0.1933 | Time: 1558011778.92971
Iteration 3445 | Training Accuracy 0.2000 | Time: 1558011780.2057786
Iteration 3446 | Training Accuracy 0.1467 | Time: 1558011781.415633
Iteration 3447 | Training Accuracy 0.1600 | Time: 1558011782.6923113
Iteration 3448 | Training Accuracy 0.1333 | Time: 1558011783.9306972
Iteration 3449 | Training Accuracy 0.1533 | Time: 1558011785.0358973
Iteration 3450 | Training Accuracy 0.1600 | Time: 1558011786.3106117
Iteration 3451 | Training Accuracy 0.0933 | Time: 1558011787.6192267
Iteration 3452 | Training Accuracy 0.1533 | Time: 1558011788.9487615
Iteration 3453 | Training Accuracy 0.1400 | Time: 1558011790.3611546
Iteration 3454 | Training Accuracy 0.1067 | Time: 1558011791.579409
Iteration 3455 | Training Accuracy 0.1000 | Time: 1558011792.9135275
Iteration 3456 | Training Accuracy 0.1200 | Time: 1558011794.1720414
Iteration 3457 | Training Accuracy 0.1333 | Time: 1558011795.3616242
Iteration 3458 | Training Accuracy 0.1267 | Time: 1558011796.5605931
Iteration 3459 | Training Accuracy 0.1400 | Time: 1558011797.8083823
Iteration 3460 | Training Accuracy 0.1733 | Time: 1558011799.0470572
Iteration 3461 | Training Accuracy 0.1667 | Time: 1558011800.320835
Iteration 3462 | Training Accuracy 0.1333 | Time: 1558011801.6154146
Iteration 3463 | Training Accuracy 0.2000 | Time: 1558011802.7923105
Iteration 3464 | Training Accuracy 0.1800 | Time: 1558011803.9208388
Iteration 3465 | Training Accuracy 0.2400 | Time: 1558011805.132386
Iteration 3466 | Training Accuracy 0.2333 | Time: 1558011806.3100185
Iteration 3467 | Training Accuracy 0.0933 | Time: 1558011807.5159142
Iteration 3468 | Training Accuracy 0.1533 | Time: 1558011808.7243016
Iteration 3469 | Training Accuracy 0.1867 | Time: 1558011809.904697
Iteration 3470 | Training Accuracy 0.0800 | Time: 1558011811.197057
