Iteration 0 | Training Accuracy 0.1067 | Time: 1557835173.4353762
Iteration 2557 | Training Accuracy 0.1533 | Time: 1557837360.490663
Iteration 2558 | Training Accuracy 0.1333 | Time: 1557837360.8801157
Iteration 2559 | Training Accuracy 0.1333 | Time: 1557837361.2979198
Iteration 2560 | Training Accuracy 0.2067 | Time: 1557837361.597668
Iteration 2561 | Training Accuracy 0.2333 | Time: 1557837361.9848912
Iteration 2562 | Training Accuracy 0.1533 | Time: 1557837362.4460669
Iteration 2563 | Training Accuracy 0.1467 | Time: 1557837362.777572
Iteration 2564 | Training Accuracy 0.1533 | Time: 1557837363.1534336
Iteration 2565 | Training Accuracy 0.1133 | Time: 1557837363.5909624
Iteration 2566 | Training Accuracy 0.1067 | Time: 1557837363.9545574
Iteration 2567 | Training Accuracy 0.1867 | Time: 1557837364.2774136
Iteration 2568 | Training Accuracy 0.1933 | Time: 1557837364.6474674
Iteration 2569 | Training Accuracy 0.1133 | Time: 1557837365.104411
Iteration 2570 | Training Accuracy 0.1467 | Time: 1557837365.5696015
Iteration 2571 | Training Accuracy 0.1533 | Time: 1557837365.9715078
Iteration 2572 | Training Accuracy 0.1267 | Time: 1557837366.3419147
Iteration 2573 | Training Accuracy 0.1133 | Time: 1557837366.8344226
Iteration 2574 | Training Accuracy 0.1200 | Time: 1557837367.3380177
Iteration 2575 | Training Accuracy 0.1067 | Time: 1557837367.8440235
Iteration 2576 | Training Accuracy 0.1400 | Time: 1557837368.3542113
Iteration 2577 | Training Accuracy 0.1200 | Time: 1557837368.7356548
Iteration 2578 | Training Accuracy 0.1867 | Time: 1557837369.0919104
Iteration 2579 | Training Accuracy 0.1200 | Time: 1557837369.5643036
Iteration 2580 | Training Accuracy 0.1733 | Time: 1557837369.9867864
Iteration 2581 | Training Accuracy 0.1867 | Time: 1557837370.3988295
Iteration 2582 | Training Accuracy 0.1867 | Time: 1557837370.843828
Iteration 2583 | Training Accuracy 0.1667 | Time: 1557837371.3063161
Iteration 2584 | Training Accuracy 0.1267 | Time: 1557837371.7119808
Iteration 2585 | Training Accuracy 0.1333 | Time: 1557837372.0613697
Iteration 2586 | Training Accuracy 0.2000 | Time: 1557837372.4067185
Iteration 2587 | Training Accuracy 0.1400 | Time: 1557837372.766553
Iteration 2588 | Training Accuracy 0.1867 | Time: 1557837373.2121983
Iteration 2589 | Training Accuracy 0.1733 | Time: 1557837373.6367853
Iteration 2590 | Training Accuracy 0.1067 | Time: 1557837374.1309478
Iteration 2591 | Training Accuracy 0.2200 | Time: 1557837374.6606655
Iteration 2592 | Training Accuracy 0.1600 | Time: 1557837375.2608604
Iteration 2593 | Training Accuracy 0.1867 | Time: 1557837375.702201
Iteration 2594 | Training Accuracy 0.1400 | Time: 1557837376.111409
Iteration 2595 | Training Accuracy 0.1200 | Time: 1557837376.5276313
Iteration 2596 | Training Accuracy 0.1733 | Time: 1557837376.9851515
Iteration 2597 | Training Accuracy 0.1467 | Time: 1557837377.4347298
Iteration 2598 | Training Accuracy 0.1000 | Time: 1557837377.9193203
Iteration 2599 | Training Accuracy 0.2333 | Time: 1557837378.3927035
Iteration 2600 | Training Accuracy 0.0600 | Time: 1557837378.811112
Iteration 2601 | Training Accuracy 0.1267 | Time: 1557837379.3541062
Iteration 2602 | Training Accuracy 0.1600 | Time: 1557837379.715997
Iteration 2603 | Training Accuracy 0.1533 | Time: 1557837380.1743155
Iteration 2604 | Training Accuracy 0.1067 | Time: 1557837380.6030447
Iteration 2605 | Training Accuracy 0.1600 | Time: 1557837380.9883249
Iteration 2606 | Training Accuracy 0.1467 | Time: 1557837381.4960635
Iteration 2607 | Training Accuracy 0.1467 | Time: 1557837382.0285025
Iteration 2608 | Training Accuracy 0.1333 | Time: 1557837382.6647515
Iteration 2609 | Training Accuracy 0.1867 | Time: 1557837383.0610833
Iteration 2610 | Training Accuracy 0.1200 | Time: 1557837383.4960775
Iteration 2611 | Training Accuracy 0.2200 | Time: 1557837383.9007707
Iteration 2612 | Training Accuracy 0.1667 | Time: 1557837384.3894632
Iteration 2613 | Training Accuracy 0.1600 | Time: 1557837384.8601866
Iteration 2614 | Training Accuracy 0.1867 | Time: 1557837385.2614927
Iteration 2615 | Training Accuracy 0.1133 | Time: 1557837385.668381
Iteration 2616 | Training Accuracy 0.1733 | Time: 1557837386.0346487
Iteration 2617 | Training Accuracy 0.1267 | Time: 1557837386.3983486
Iteration 2618 | Training Accuracy 0.1733 | Time: 1557837386.7653744
Iteration 2619 | Training Accuracy 0.1400 | Time: 1557837387.1321847
Iteration 2620 | Training Accuracy 0.1000 | Time: 1557837387.526142
Iteration 2621 | Training Accuracy 0.2000 | Time: 1557837388.0626059
Iteration 2622 | Training Accuracy 0.1733 | Time: 1557837388.4845998
Iteration 2623 | Training Accuracy 0.1533 | Time: 1557837388.8573813
Iteration 2624 | Training Accuracy 0.1667 | Time: 1557837389.2564752
Iteration 2625 | Training Accuracy 0.1267 | Time: 1557837389.656901
Iteration 2626 | Training Accuracy 0.1867 | Time: 1557837390.0161948
Iteration 2627 | Training Accuracy 0.1133 | Time: 1557837390.6079488
Iteration 2628 | Training Accuracy 0.1533 | Time: 1557837391.123887
Iteration 2629 | Training Accuracy 0.1533 | Time: 1557837391.6510272
Iteration 2630 | Training Accuracy 0.1733 | Time: 1557837392.133344
Iteration 2631 | Training Accuracy 0.1000 | Time: 1557837392.668324
Iteration 2632 | Training Accuracy 0.1733 | Time: 1557837393.2248957
Iteration 2633 | Training Accuracy 0.2733 | Time: 1557837393.7835968
Iteration 2634 | Training Accuracy 0.1733 | Time: 1557837394.2791798
Iteration 2635 | Training Accuracy 0.1200 | Time: 1557837394.6715817
Iteration 2636 | Training Accuracy 0.0933 | Time: 1557837395.2537324
Iteration 2637 | Training Accuracy 0.1067 | Time: 1557837395.7501602
Iteration 2638 | Training Accuracy 0.1467 | Time: 1557837396.1671033
Iteration 2639 | Training Accuracy 0.1733 | Time: 1557837396.569321
Iteration 2640 | Training Accuracy 0.1867 | Time: 1557837396.9789975
Iteration 2641 | Training Accuracy 0.1133 | Time: 1557837397.3633025
Iteration 2642 | Training Accuracy 0.1533 | Time: 1557837397.780499
Iteration 2643 | Training Accuracy 0.2133 | Time: 1557837398.2358975
Iteration 2644 | Training Accuracy 0.2067 | Time: 1557837398.6845934
Iteration 2645 | Training Accuracy 0.0800 | Time: 1557837399.1637743
Iteration 2646 | Training Accuracy 0.1400 | Time: 1557837399.7137983
Iteration 2647 | Training Accuracy 0.1867 | Time: 1557837400.1618652
Iteration 2648 | Training Accuracy 0.2533 | Time: 1557837400.5645163
Iteration 2649 | Training Accuracy 0.1133 | Time: 1557837400.9484398
Iteration 2650 | Training Accuracy 0.1267 | Time: 1557837401.4429264
Iteration 2651 | Training Accuracy 0.1533 | Time: 1557837401.797592
Iteration 2652 | Training Accuracy 0.1467 | Time: 1557837402.172122
Iteration 2653 | Training Accuracy 0.1000 | Time: 1557837402.6874118
Iteration 2654 | Training Accuracy 0.1400 | Time: 1557837403.1095028
Iteration 2655 | Training Accuracy 0.0800 | Time: 1557837403.568256
Iteration 2656 | Training Accuracy 0.2000 | Time: 1557837404.1528313
Iteration 2657 | Training Accuracy 0.1133 | Time: 1557837404.5829892
Iteration 2658 | Training Accuracy 0.1600 | Time: 1557837404.9531326
Iteration 2659 | Training Accuracy 0.1667 | Time: 1557837405.419281
Iteration 2660 | Training Accuracy 0.1200 | Time: 1557837405.8824887
Iteration 2661 | Training Accuracy 0.1533 | Time: 1557837406.4367251
Iteration 2662 | Training Accuracy 0.1067 | Time: 1557837407.024528
Iteration 2663 | Training Accuracy 0.1800 | Time: 1557837407.5942783
Iteration 2664 | Training Accuracy 0.1267 | Time: 1557837408.1847138
Iteration 2665 | Training Accuracy 0.2267 | Time: 1557837408.7845695
Iteration 2666 | Training Accuracy 0.1933 | Time: 1557837409.350559
Iteration 2667 | Training Accuracy 0.1600 | Time: 1557837410.0145984
Iteration 2668 | Training Accuracy 0.1867 | Time: 1557837410.4834619
Iteration 2669 | Training Accuracy 0.1333 | Time: 1557837410.8754597
Iteration 2670 | Training Accuracy 0.1933 | Time: 1557837411.2994425
Iteration 2671 | Training Accuracy 0.1933 | Time: 1557837411.7224138
Iteration 2672 | Training Accuracy 0.1867 | Time: 1557837412.1209347
Iteration 2673 | Training Accuracy 0.1200 | Time: 1557837412.569745
Iteration 2674 | Training Accuracy 0.1200 | Time: 1557837412.9885204
Iteration 2675 | Training Accuracy 0.1533 | Time: 1557837413.3562987
Iteration 2676 | Training Accuracy 0.1400 | Time: 1557837413.7538683
Iteration 2677 | Training Accuracy 0.2000 | Time: 1557837414.1898541
Iteration 2678 | Training Accuracy 0.1333 | Time: 1557837414.7717426
Iteration 2679 | Training Accuracy 0.1800 | Time: 1557837415.1365747
Iteration 2680 | Training Accuracy 0.1467 | Time: 1557837415.5640123
Iteration 2681 | Training Accuracy 0.1133 | Time: 1557837416.1688895
Iteration 2682 | Training Accuracy 0.2067 | Time: 1557837416.7646909
Iteration 2683 | Training Accuracy 0.1400 | Time: 1557837417.3432589
Iteration 2684 | Training Accuracy 0.1467 | Time: 1557837417.7934194
Iteration 2685 | Training Accuracy 0.0800 | Time: 1557837418.227962
Iteration 2686 | Training Accuracy 0.1200 | Time: 1557837418.6612296
Iteration 2687 | Training Accuracy 0.2000 | Time: 1557837419.1326284
Iteration 2688 | Training Accuracy 0.1600 | Time: 1557837419.6423573
Iteration 2689 | Training Accuracy 0.1400 | Time: 1557837420.2627726
Iteration 2690 | Training Accuracy 0.1867 | Time: 1557837420.8386204
Iteration 2691 | Training Accuracy 0.1467 | Time: 1557837421.3464792
Iteration 2692 | Training Accuracy 0.1400 | Time: 1557837421.7708514
Iteration 2693 | Training Accuracy 0.1200 | Time: 1557837422.20698
Iteration 2694 | Training Accuracy 0.1933 | Time: 1557837422.6678562
Iteration 2695 | Training Accuracy 0.1067 | Time: 1557837423.0528467
Iteration 2696 | Training Accuracy 0.1333 | Time: 1557837423.5812693
Iteration 2697 | Training Accuracy 0.1267 | Time: 1557837423.9652894
Iteration 2698 | Training Accuracy 0.1267 | Time: 1557837424.3061364
Iteration 2699 | Training Accuracy 0.1667 | Time: 1557837424.6552467
Iteration 2700 | Training Accuracy 0.1333 | Time: 1557837425.0482042
Iteration 2701 | Training Accuracy 0.0867 | Time: 1557837425.4293652
Iteration 2702 | Training Accuracy 0.1667 | Time: 1557837425.7892494
Iteration 2703 | Training Accuracy 0.1667 | Time: 1557837426.1281419
Iteration 2704 | Training Accuracy 0.1867 | Time: 1557837426.6038237
Iteration 2705 | Training Accuracy 0.0733 | Time: 1557837427.0525393
Iteration 2706 | Training Accuracy 0.1200 | Time: 1557837427.558354
Iteration 2707 | Training Accuracy 0.1133 | Time: 1557837427.9434972
Iteration 2708 | Training Accuracy 0.1933 | Time: 1557837428.4053788
Iteration 2709 | Training Accuracy 0.1800 | Time: 1557837428.8784363
Iteration 2710 | Training Accuracy 0.1600 | Time: 1557837429.4223175
Iteration 2711 | Training Accuracy 0.2133 | Time: 1557837429.8370583
Iteration 2712 | Training Accuracy 0.1733 | Time: 1557837430.2260823
Iteration 2713 | Training Accuracy 0.1133 | Time: 1557837430.7806656
Iteration 2714 | Training Accuracy 0.1733 | Time: 1557837431.3580835
Iteration 2715 | Training Accuracy 0.0933 | Time: 1557837431.8617692
Iteration 2716 | Training Accuracy 0.1000 | Time: 1557837432.3685231
Iteration 2717 | Training Accuracy 0.0800 | Time: 1557837432.9021132
Iteration 2718 | Training Accuracy 0.1267 | Time: 1557837433.335932
Iteration 2719 | Training Accuracy 0.0867 | Time: 1557837433.816744
Iteration 2720 | Training Accuracy 0.1733 | Time: 1557837434.3369014
Iteration 2721 | Training Accuracy 0.1067 | Time: 1557837434.9443927
Iteration 2722 | Training Accuracy 0.1400 | Time: 1557837435.567448
Iteration 2723 | Training Accuracy 0.1867 | Time: 1557837435.9996357
Iteration 2724 | Training Accuracy 0.1533 | Time: 1557837436.6157227
Iteration 2725 | Training Accuracy 0.1667 | Time: 1557837437.1401427
Iteration 2726 | Training Accuracy 0.1133 | Time: 1557837437.7472959
Iteration 2727 | Training Accuracy 0.1933 | Time: 1557837438.3257523
Iteration 2728 | Training Accuracy 0.1733 | Time: 1557837439.0069313
Iteration 2729 | Training Accuracy 0.1600 | Time: 1557837439.4687917
Iteration 2730 | Training Accuracy 0.1067 | Time: 1557837440.1125135
Iteration 2731 | Training Accuracy 0.1067 | Time: 1557837440.5581481
Iteration 2732 | Training Accuracy 0.0933 | Time: 1557837441.132165
Iteration 2733 | Training Accuracy 0.1400 | Time: 1557837441.5835114
Iteration 2734 | Training Accuracy 0.1133 | Time: 1557837442.1042147
Iteration 2735 | Training Accuracy 0.1733 | Time: 1557837442.6524446
Iteration 2736 | Training Accuracy 0.1200 | Time: 1557837443.2145076
Iteration 2737 | Training Accuracy 0.1800 | Time: 1557837443.7706757
Iteration 2738 | Training Accuracy 0.1267 | Time: 1557837444.2776275
Iteration 2739 | Training Accuracy 0.2133 | Time: 1557837444.802437
Iteration 2740 | Training Accuracy 0.1667 | Time: 1557837445.3194752
Iteration 2741 | Training Accuracy 0.1400 | Time: 1557837446.0531926
Iteration 2742 | Training Accuracy 0.1267 | Time: 1557837446.7676122
Iteration 2743 | Training Accuracy 0.0867 | Time: 1557837447.3655248
Iteration 2744 | Training Accuracy 0.1533 | Time: 1557837447.768626
Iteration 2745 | Training Accuracy 0.1133 | Time: 1557837448.2218225
Iteration 2746 | Training Accuracy 0.1267 | Time: 1557837448.7973597
Iteration 2747 | Training Accuracy 0.1533 | Time: 1557837449.3227232
Iteration 2748 | Training Accuracy 0.2267 | Time: 1557837449.8332474
Iteration 2749 | Training Accuracy 0.1533 | Time: 1557837450.3332074
Iteration 2750 | Training Accuracy 0.1800 | Time: 1557837450.861567
Iteration 2751 | Training Accuracy 0.1800 | Time: 1557837451.4376676
Iteration 2752 | Training Accuracy 0.1667 | Time: 1557837451.9613273
Iteration 2753 | Training Accuracy 0.1067 | Time: 1557837452.426088
Iteration 2754 | Training Accuracy 0.1600 | Time: 1557837452.979
Iteration 2755 | Training Accuracy 0.1400 | Time: 1557837453.4671466
Iteration 2756 | Training Accuracy 0.1267 | Time: 1557837453.8322818
Iteration 2757 | Training Accuracy 0.1467 | Time: 1557837454.3198311
Iteration 2758 | Training Accuracy 0.1333 | Time: 1557837455.0407557
Iteration 2759 | Training Accuracy 0.1400 | Time: 1557837455.7707365
Iteration 2760 | Training Accuracy 0.1667 | Time: 1557837456.485984
Iteration 2761 | Training Accuracy 0.1933 | Time: 1557837457.0901728
Iteration 2762 | Training Accuracy 0.1333 | Time: 1557837457.647383
Iteration 2763 | Training Accuracy 0.1867 | Time: 1557837458.1401467
Iteration 2764 | Training Accuracy 0.1733 | Time: 1557837458.6362772
Iteration 2765 | Training Accuracy 0.2000 | Time: 1557837459.115993
Iteration 2766 | Training Accuracy 0.2133 | Time: 1557837459.7061777
Iteration 2767 | Training Accuracy 0.3467 | Time: 1557837460.0866022
Iteration 2768 | Training Accuracy 0.1467 | Time: 1557837460.6999893
Iteration 2769 | Training Accuracy 0.1200 | Time: 1557837461.1282222
Iteration 2770 | Training Accuracy 0.1667 | Time: 1557837461.5400524
Iteration 2771 | Training Accuracy 0.1200 | Time: 1557837462.0085034
Iteration 2772 | Training Accuracy 0.1533 | Time: 1557837462.3744798
Iteration 2773 | Training Accuracy 0.1533 | Time: 1557837462.7492228
Iteration 2774 | Training Accuracy 0.1933 | Time: 1557837463.1297243
Iteration 2775 | Training Accuracy 0.2267 | Time: 1557837463.5997255
Iteration 2776 | Training Accuracy 0.1467 | Time: 1557837464.072598
Iteration 2777 | Training Accuracy 0.1467 | Time: 1557837464.4760535
Iteration 2778 | Training Accuracy 0.1267 | Time: 1557837464.8420303
Iteration 2779 | Training Accuracy 0.1267 | Time: 1557837465.2101564
Iteration 2780 | Training Accuracy 0.1600 | Time: 1557837465.5954847
Iteration 2781 | Training Accuracy 0.1000 | Time: 1557837466.0073142
Iteration 2782 | Training Accuracy 0.1333 | Time: 1557837466.4203644
Iteration 2783 | Training Accuracy 0.1267 | Time: 1557837466.849568
Iteration 2784 | Training Accuracy 0.1933 | Time: 1557837467.3807483
Iteration 2785 | Training Accuracy 0.1200 | Time: 1557837467.7689319
Iteration 2786 | Training Accuracy 0.1200 | Time: 1557837468.1857843
Iteration 2787 | Training Accuracy 0.2133 | Time: 1557837468.5955765
Iteration 2788 | Training Accuracy 0.1067 | Time: 1557837468.9986289
Iteration 2789 | Training Accuracy 0.1067 | Time: 1557837469.6762798
Iteration 2790 | Training Accuracy 0.1800 | Time: 1557837470.0369625
Iteration 2791 | Training Accuracy 0.1400 | Time: 1557837470.3868127
Iteration 2792 | Training Accuracy 0.1400 | Time: 1557837470.7397854
Iteration 2793 | Training Accuracy 0.2067 | Time: 1557837471.2937386
Iteration 2794 | Training Accuracy 0.1533 | Time: 1557837471.7415996
Iteration 2795 | Training Accuracy 0.2067 | Time: 1557837472.3295352
Iteration 2796 | Training Accuracy 0.1400 | Time: 1557837472.7484417
Iteration 2797 | Training Accuracy 0.1067 | Time: 1557837473.2319295
Iteration 2798 | Training Accuracy 0.1600 | Time: 1557837473.632884
Iteration 2799 | Training Accuracy 0.1133 | Time: 1557837474.10892
Iteration 2800 | Training Accuracy 0.2000 | Time: 1557837474.749193
Iteration 2801 | Training Accuracy 0.1533 | Time: 1557837475.1496654
Iteration 2802 | Training Accuracy 0.1600 | Time: 1557837475.5581183
Iteration 2803 | Training Accuracy 0.1467 | Time: 1557837475.97371
Iteration 2804 | Training Accuracy 0.1933 | Time: 1557837476.4281688
Iteration 2805 | Training Accuracy 0.1600 | Time: 1557837476.8057835
Iteration 2806 | Training Accuracy 0.1200 | Time: 1557837477.331805
Iteration 2807 | Training Accuracy 0.0667 | Time: 1557837477.712777
Iteration 2808 | Training Accuracy 0.1667 | Time: 1557837478.0855198
Iteration 2809 | Training Accuracy 0.1267 | Time: 1557837478.4387395
Iteration 2810 | Training Accuracy 0.1267 | Time: 1557837478.8452497
Iteration 2811 | Training Accuracy 0.1533 | Time: 1557837479.243645
Iteration 2812 | Training Accuracy 0.0933 | Time: 1557837479.6389954
Iteration 2813 | Training Accuracy 0.1933 | Time: 1557837480.0179982
Iteration 2814 | Training Accuracy 0.1533 | Time: 1557837480.4943295
Iteration 2815 | Training Accuracy 0.2133 | Time: 1557837480.8805766
Iteration 2816 | Training Accuracy 0.1800 | Time: 1557837481.2836297
Iteration 2817 | Training Accuracy 0.1067 | Time: 1557837481.6796827
Iteration 2818 | Training Accuracy 0.1467 | Time: 1557837482.073811
Iteration 2819 | Training Accuracy 0.1333 | Time: 1557837482.4187732
Iteration 2820 | Training Accuracy 0.1867 | Time: 1557837482.8482602
Iteration 2821 | Training Accuracy 0.0867 | Time: 1557837483.2848496
Iteration 2822 | Training Accuracy 0.1600 | Time: 1557837483.691593
Iteration 2823 | Training Accuracy 0.1600 | Time: 1557837484.166786
Iteration 2824 | Training Accuracy 0.1800 | Time: 1557837484.844498
Iteration 2825 | Training Accuracy 0.2400 | Time: 1557837485.2867558
Iteration 2826 | Training Accuracy 0.2200 | Time: 1557837485.683654
Iteration 2827 | Training Accuracy 0.1533 | Time: 1557837486.089828
Iteration 2828 | Training Accuracy 0.1667 | Time: 1557837486.4966047
Iteration 2829 | Training Accuracy 0.1533 | Time: 1557837486.917196
Iteration 2830 | Training Accuracy 0.1867 | Time: 1557837487.3386667
Iteration 2831 | Training Accuracy 0.1400 | Time: 1557837487.77801
Iteration 2832 | Training Accuracy 0.1800 | Time: 1557837488.186213
Iteration 2833 | Training Accuracy 0.1533 | Time: 1557837488.5854757
Iteration 2834 | Training Accuracy 0.1267 | Time: 1557837489.0235252
Iteration 2835 | Training Accuracy 0.1333 | Time: 1557837489.495014
Iteration 2836 | Training Accuracy 0.1667 | Time: 1557837490.1109731
Iteration 2837 | Training Accuracy 0.2000 | Time: 1557837490.6800928
Iteration 2838 | Training Accuracy 0.1600 | Time: 1557837491.2682297
Iteration 2839 | Training Accuracy 0.1067 | Time: 1557837491.8761253
Iteration 2840 | Training Accuracy 0.2067 | Time: 1557837492.3538916
Iteration 2841 | Training Accuracy 0.1333 | Time: 1557837492.7938
Iteration 2842 | Training Accuracy 0.0800 | Time: 1557837493.1390514
Iteration 2843 | Training Accuracy 0.1333 | Time: 1557837493.468912
Iteration 2844 | Training Accuracy 0.1333 | Time: 1557837493.8186595
Iteration 2845 | Training Accuracy 0.1467 | Time: 1557837494.1539993
Iteration 2846 | Training Accuracy 0.2000 | Time: 1557837494.4895518
Iteration 2847 | Training Accuracy 0.1467 | Time: 1557837494.924298
Iteration 2848 | Training Accuracy 0.1800 | Time: 1557837495.311197
Iteration 2849 | Training Accuracy 0.1467 | Time: 1557837495.7224238
Iteration 2850 | Training Accuracy 0.1667 | Time: 1557837496.0862312
Iteration 2851 | Training Accuracy 0.1467 | Time: 1557837496.4438047
Iteration 2852 | Training Accuracy 0.1200 | Time: 1557837496.8673036
Iteration 2853 | Training Accuracy 0.1733 | Time: 1557837497.302633
Iteration 2854 | Training Accuracy 0.2067 | Time: 1557837497.6436584
Iteration 2855 | Training Accuracy 0.2000 | Time: 1557837498.2090538
Iteration 2856 | Training Accuracy 0.1067 | Time: 1557837498.6505356
Iteration 2857 | Training Accuracy 0.1067 | Time: 1557837499.0334527
Iteration 2858 | Training Accuracy 0.1533 | Time: 1557837499.4390035
Iteration 2859 | Training Accuracy 0.1467 | Time: 1557837499.9079628
Iteration 2860 | Training Accuracy 0.1467 | Time: 1557837500.3631198
Iteration 2861 | Training Accuracy 0.1400 | Time: 1557837500.8453372
Iteration 2862 | Training Accuracy 0.1333 | Time: 1557837501.2582347
Iteration 2863 | Training Accuracy 0.1800 | Time: 1557837501.7238197
Iteration 2864 | Training Accuracy 0.1800 | Time: 1557837502.3152702
Iteration 2865 | Training Accuracy 0.1000 | Time: 1557837502.8516328
Iteration 2866 | Training Accuracy 0.1133 | Time: 1557837503.2949643
Iteration 2867 | Training Accuracy 0.1533 | Time: 1557837503.7892485
Iteration 2868 | Training Accuracy 0.2067 | Time: 1557837504.4312453
Iteration 2869 | Training Accuracy 0.1733 | Time: 1557837505.07851
Iteration 2870 | Training Accuracy 0.1067 | Time: 1557837505.7547262
Iteration 2871 | Training Accuracy 0.1333 | Time: 1557837506.4731228
Iteration 2872 | Training Accuracy 0.1333 | Time: 1557837507.0003102
Iteration 2873 | Training Accuracy 0.1733 | Time: 1557837507.4359744
Iteration 2874 | Training Accuracy 0.1333 | Time: 1557837507.8939798
Iteration 2875 | Training Accuracy 0.2267 | Time: 1557837508.3436599
Iteration 2876 | Training Accuracy 0.1867 | Time: 1557837508.8547695
Iteration 2877 | Training Accuracy 0.1267 | Time: 1557837509.4869962
Iteration 2878 | Training Accuracy 0.1467 | Time: 1557837509.9468708
Iteration 2879 | Training Accuracy 0.1400 | Time: 1557837510.3962069
Iteration 2880 | Training Accuracy 0.2533 | Time: 1557837510.9075549
Iteration 2881 | Training Accuracy 0.1600 | Time: 1557837511.4017162
Iteration 2882 | Training Accuracy 0.2000 | Time: 1557837511.837595
Iteration 2883 | Training Accuracy 0.1333 | Time: 1557837512.2719307
Iteration 2884 | Training Accuracy 0.1000 | Time: 1557837512.7862403
Iteration 2885 | Training Accuracy 0.1133 | Time: 1557837513.3246343
Iteration 2886 | Training Accuracy 0.1733 | Time: 1557837513.9128263
Iteration 2887 | Training Accuracy 0.1800 | Time: 1557837514.4388928
Iteration 2888 | Training Accuracy 0.2133 | Time: 1557837514.9086277
Iteration 2889 | Training Accuracy 0.1267 | Time: 1557837515.417749
Iteration 2890 | Training Accuracy 0.1800 | Time: 1557837515.948012
Iteration 2891 | Training Accuracy 0.1867 | Time: 1557837516.4274256
Iteration 2892 | Training Accuracy 0.1333 | Time: 1557837516.8287232
Iteration 2893 | Training Accuracy 0.0800 | Time: 1557837517.2644596
Iteration 2894 | Training Accuracy 0.1333 | Time: 1557837517.7396848
Iteration 2895 | Training Accuracy 0.1800 | Time: 1557837518.1478245
Iteration 2896 | Training Accuracy 0.1933 | Time: 1557837518.6554892
Iteration 2897 | Training Accuracy 0.2333 | Time: 1557837519.0158026
Iteration 2898 | Training Accuracy 0.1933 | Time: 1557837519.3698459
Iteration 2899 | Training Accuracy 0.2133 | Time: 1557837519.8199959
Iteration 2900 | Training Accuracy 0.1267 | Time: 1557837520.2529175
Iteration 2901 | Training Accuracy 0.1867 | Time: 1557837520.7013986
Iteration 2902 | Training Accuracy 0.1333 | Time: 1557837521.0993657
Iteration 2903 | Training Accuracy 0.1933 | Time: 1557837521.46226
Iteration 2904 | Training Accuracy 0.2267 | Time: 1557837521.8752503
Iteration 2905 | Training Accuracy 0.1533 | Time: 1557837522.2307239
Iteration 2906 | Training Accuracy 0.2667 | Time: 1557837522.6117463
Iteration 2907 | Training Accuracy 0.1067 | Time: 1557837523.1100996
Iteration 2908 | Training Accuracy 0.1200 | Time: 1557837523.5702403
Iteration 2909 | Training Accuracy 0.2933 | Time: 1557837524.012771
Iteration 2910 | Training Accuracy 0.1333 | Time: 1557837524.391544
Iteration 2911 | Training Accuracy 0.1600 | Time: 1557837524.7999904
Iteration 2912 | Training Accuracy 0.1800 | Time: 1557837525.1903014
Iteration 2913 | Training Accuracy 0.1800 | Time: 1557837525.5770922
Iteration 2914 | Training Accuracy 0.1600 | Time: 1557837526.0469072
Iteration 2915 | Training Accuracy 0.1800 | Time: 1557837526.4212565
Iteration 2916 | Training Accuracy 0.1267 | Time: 1557837526.9850025
Iteration 2917 | Training Accuracy 0.2533 | Time: 1557837527.3531907
Iteration 2918 | Training Accuracy 0.1867 | Time: 1557837527.7265003
Iteration 2919 | Training Accuracy 0.1133 | Time: 1557837528.093291
Iteration 2920 | Training Accuracy 0.1533 | Time: 1557837528.550229
Iteration 2921 | Training Accuracy 0.1267 | Time: 1557837528.928502
Iteration 2922 | Training Accuracy 0.1200 | Time: 1557837529.3961966
Iteration 2923 | Training Accuracy 0.1800 | Time: 1557837529.8229957
Iteration 2924 | Training Accuracy 0.1667 | Time: 1557837530.3639123
Iteration 2925 | Training Accuracy 0.2133 | Time: 1557837530.9177523
Iteration 2926 | Training Accuracy 0.0867 | Time: 1557837531.4614608
Iteration 2927 | Training Accuracy 0.1400 | Time: 1557837531.9457772
Iteration 2928 | Training Accuracy 0.2200 | Time: 1557837532.426616
Iteration 2929 | Training Accuracy 0.1333 | Time: 1557837532.871548
Iteration 2930 | Training Accuracy 0.1867 | Time: 1557837533.3169825
Iteration 2931 | Training Accuracy 0.0667 | Time: 1557837533.7233906
Iteration 2932 | Training Accuracy 0.1933 | Time: 1557837534.1634061
Iteration 2933 | Training Accuracy 0.1667 | Time: 1557837534.5652862
Iteration 2934 | Training Accuracy 0.1200 | Time: 1557837535.012428
Iteration 2935 | Training Accuracy 0.1733 | Time: 1557837535.4260619
Iteration 2936 | Training Accuracy 0.1133 | Time: 1557837535.8150027
Iteration 2937 | Training Accuracy 0.1467 | Time: 1557837536.2610426
Iteration 2938 | Training Accuracy 0.1067 | Time: 1557837536.6846333
Iteration 2939 | Training Accuracy 0.1333 | Time: 1557837537.0700872
Iteration 2940 | Training Accuracy 0.1933 | Time: 1557837537.4507012
Iteration 2941 | Training Accuracy 0.1600 | Time: 1557837537.839608
Iteration 2942 | Training Accuracy 0.1733 | Time: 1557837538.271978
Iteration 2943 | Training Accuracy 0.0933 | Time: 1557837538.8638906
Iteration 2944 | Training Accuracy 0.1667 | Time: 1557837539.3091161
Iteration 2945 | Training Accuracy 0.1667 | Time: 1557837539.9229715
Iteration 2946 | Training Accuracy 0.1467 | Time: 1557837540.3150609
